-9.605, -0.8472, 2.1926, 4.6137, 6.9444, -0.453
8.192, -0.6245, -0.3625, 7.7017, 5.7804, -1.3299
-6.6646, -8.2791, -0.9655, 4.9638, 8.0431, 0.1723
9.3728, 4.6504, -2.1958, -1.7674, -8.5129, 0.4258
9.9585, 0.1674, 0.1025, -4.2323, 7.9252, -2.1095
-6.1376, -8.2027, -1.3393, -5.6572, -0.4293, -2.0252
3.6831, -1.8546, 1.0454, -5.8158, -6.6095, -1.2447
6.8856, -0.1936, 0.8825, 1.6656, -4.3813, 1.2347
5.6292, 9.6915, -2.1699, -2.444, 6.677, 2.2394
-5.6147, -8.7078, 1.9056, -2.8915, -8.0965, -0.0708
9.9585, 2.2823, 0.1025, -4.2323, 7.9252, -2.1095
10.0, 0.1674, 0.1025, -4.2323, 7.9252, -2.2689
9.9585, 3.6851, 0.1025, -6.0723, 7.9252, -2.1095
9.3728, 4.6504, -2.1958, 1.1819, -8.5129, 0.4258
-6.5513, -0.8472, 2.1926, 4.6137, 6.9444, -0.453
-9.605, -0.8472, 1.9215, 4.6137, 6.9444, -0.453
10.0, 2.4132, 0.1025, -1.7674, -8.5129, 0.4258
9.3728, 4.6504, -2.1958, -4.2323, 7.9252, -2.1095
-9.605, -0.8472, 2.1926, 4.6137, 6.9444, -0.1212
-9.605, -0.8472, 2.1926, 4.6137, 3.4317, -0.453
9.9585, 5.8, 0.1025, -6.0723, 7.9252, -2.1095
10.0, 2.4132, 0.1025, -1.7674, -8.5129, 0.2109
10.0, 3.6851, 0.1025, -6.0723, 7.9252, -2.2689
10.0, 2.4132, 0.1025, 1.1819, -8.5129, 0.4258
10.0, 3.6851, 0.1025, -6.0723, 7.9252, -2.1095
10.0, 2.4132, 0.1025, -1.7674, -8.5129, 0.4258
6.8522, 3.6851, 0.1025, -4.2323, 7.9252, -2.2689
10.0, -0.7815, 0.1025, -6.0723, 7.9252, -2.1095
10.0, 3.6851, 0.1025, -6.0723, 7.9252, -2.1095
9.9585, 2.4132, 0.1025, -1.7674, -8.5129, 0.7576
10.0, 1.3334, 0.1025, -6.0723, 7.9252, -2.1095
10.0, 5.8, 0.1025, -6.0723, 7.9252, -2.2689
10.0, 2.7362, 0.1025, -7.9123, 7.9252, -2.1095
10.0, 2.4132, 0.1025, 1.1819, -8.5129, 0.2109
10.0, 2.4132, 0.1025, -1.7674, -8.5129, 0.2109
10.0, -0.7815, 0.1025, -6.0723, 7.9252, -2.1095
6.8937, -0.7815, 0.1025, -6.0723, 7.9252, -2.1095
9.9585, 4.8511, 0.1025, -6.0723, 7.9252, -2.1095
9.9585, 3.6851, 0.1025, -4.2323, 7.9252, -2.2689
6.8522, 5.8, 0.1025, -6.0723, 7.9252, -1.7777
10.0, 4.5281, 0.1025, 1.1819, -8.5129, 0.2109
10.0, 5.8, 0.1025, -6.0723, 7.9252, -2.2689
10.0, 9.3177, 0.1025, -7.9123, 7.9252, -2.2689
10.0, 5.8, 0.1025, -3.123, 7.9252, -2.2689
9.9585, 2.4132, 0.1025, 1.1819, -8.5129, 0.2109
10.0, 3.6851, 0.1025, -4.2323, 7.9252, -2.2689
6.8937, 2.4132, 0.1025, -6.0723, 7.9252, -2.2689
10.0, 4.8511, 0.1025, 1.1819, -8.5129, 0.2109
6.8522, 5.8, 0.1025, -6.0723, 7.9252, -2.2689
10.0, 5.8, 0.1025, -6.0723, 7.9252, -1.4459
6.8522, 7.9149, 0.1025, -6.0723, 7.9252, -2.2689
10.0, 2.4132, 0.1025, -6.0723, 7.9252, -2.2689
6.8522, 9.3177, 0.1025, -7.9123, 7.9252, -2.2689
10.0, 9.3177, 0.1025, -4.963, 7.9252, -2.2689
9.9059, 5.8, 0.1025, -6.0723, 7.9252, -2.2689
6.8522, 5.8, -0.1686, -6.0723, 7.9252, -2.2689
9.125, 8.0458, 0.1025, -6.0723, 7.9252, -2.2689
10.0, 5.8, 0.1025, -6.0723, 7.9252, -2.2689
6.8937, 4.8027, 0.1025, -6.0723, 7.9252, -2.2689
