,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-136.14427099886515,-0.1032096184152154,-0.15255515517259718,-0.15558921768580547,-0.048254817246777486,-0.0009997598765880368,-0.0009985692417180296,-0.0009993185662979514,-0.0009981990103053644,-0.0009975979104808559,-0.0009992497633261458,-0.0009909840392676131,-0.0009923373447409012,-0.0009979908822674015,-0.0009982595479983126,-0.000997740954320746,-0.0009983111183247502,-0.0009980598701170755,-0.000994900781546753,-0.000996958163471414,-0.0009928001727871883
1,-0.47205118044372674,-93.73456143987256,-0.1429878203397749,-0.22436929821900278,-0.16327200450054508,-0.0019904227315060293,-0.0009981769604772513,-0.000996830141001597,-0.0009989445342328102,-0.0009968104996806088,-0.0009987453841726953,-0.0009955268806436147,-0.0009965951418089466,-0.0009978972011416146,-0.0009960639615329754,-0.0009950322013236653,-0.0009984976325044233,-0.0009935321312598338,-0.0009982374689539303,-0.0009980564099796268,-0.0009956841043042156
2,-0.24949713311438773,-3.7186762444496764,-74.52235168931188,-0.3945723345182607,-0.16837192795080694,-0.2910152508143562,-0.0009993558253600819,-0.0009992546693620718,-0.0009992637162026632,-0.0009967105678663874,-0.000999590848275287,-0.0009966110923550124,-0.0009957633620689616,-0.0009968587697439166,-0.0009978243965195232,-0.0009984033760284821,-0.0009849051649416006,-0.0009972692536079548,-0.0009993523194091688,-0.000999786983465193,-0.0009989655117163142
3,-0.15476313391373023,-0.13637752229131186,-0.3625962277202292,-17.838843433683817,-0.19015858780421585,-0.298452761516004,-0.3935788941009706,-0.0026688834414680448,-0.0009962346334251866,-0.000999020336103101,-0.0009969436883520161,-0.000998929826513536,-0.0009991824673657756,-0.0009979292223433424,-0.0009936168861165962,-0.0009972371731976617,-0.0009990295040882208,-0.0009946744476267949,-0.0009982761718846053,-0.0009957946443407465,-0.0009986783024663987
4,-0.008937786554899789,-0.17854518362738364,-0.37591424335934254,-0.3247958935364996,-10.222499845004785,-0.5984689195670745,-0.6028847570763467,-0.005214195326159969,-0.0010314719979795202,-0.000999826982245491,-0.0009958703943929164,-0.000998721557377784,-0.0009975613962551128,-0.0009951951488163583,-0.0009992931791436039,-0.0009933216610434202,-0.0009967490737909641,-0.0009989282740568296,-0.0009972153411593578,-0.0009946153342604888,-0.0009956328108652673
5,-0.000997882884793495,-0.0023383912406192402,-0.39430222066618625,-0.3517024523041129,-0.41934802152550027,-19.50081480221799,-0.21360088083761333,-0.48187202420311254,-0.010004850427365035,-0.0014902608173171523,-0.0009949734861124505,-0.0009980310518699757,-0.0009960595661690033,-0.000999117805268693,-0.0009989538252067121,-0.0009989218818669814,-0.0009997812399397715,-0.0009948850564621278,-0.0009966520046084811,-0.000999411650576441,-0.000994654238703471
6,-0.0009999121396380374,-0.00199930365844419,-0.006418017118997326,-0.3942478316590436,-0.3441650816908131,-0.9278414061260105,-18.80081791333096,-0.7423356136147758,-0.7568758064005311,-0.0055391655775324546,-0.0010171937479929673,-0.000997869027084844,-0.0009976580660912933,-0.0009979325590991782,-0.0009956557364615365,-0.0009966018489815296,-0.0009959100302179445,-0.0009954403473986157,-0.0009988609107986369,-0.000996037571737717,-0.0009987885408578314
7,-0.000995862991959734,-0.000995599092705943,-0.0009965409550744587,-0.0041505212749680396,-0.0009963083769373863,-0.15567672310594374,-1.3189683431269956,-24.505346205678993,-0.21832145187912894,-0.822338943393431,-0.005854901296163967,-0.0016786065923594176,-0.000996930935348537,-0.0009984591236040113,-0.0009968063790374284,-0.0009983069592230146,-0.0009959032503443282,-0.0009968066421426022,-0.0009980910136167505,-0.000998248149647374,-0.0009973083754122836
8,-0.0009993736183341684,-0.000998538263252409,-0.0009977759703882578,-0.0017946860037638792,-0.0014771795257066496,-0.005757710803676457,-0.22255493684729152,-0.4886650909627568,-13.971589930133048,-3.1871728321961204,-0.30311927434919644,-0.0009993134851825304,-0.0009982111544761042,-0.0009977222205216248,-0.0009980326488105292,-0.0009944392168141861,-0.0009999636916587257,-0.0009970530129784418,-0.0009986566915301245,-0.000990089969301877,-0.0009997247096756102
9,-0.0009978390417877709,-0.0009980371098429464,-0.0009983815455635492,-0.0009980950310609557,-0.0009997729813083663,-0.000995284550646985,-0.00346002191107192,-0.3264743460880217,-2.687927590714857,-45.028110160715606,-0.5702908284899901,-0.36043655339591574,-0.0009965877820957113,-0.0009976303997804217,-0.0009959127064701838,-0.0009921330927708631,-0.0009986823144181051,-0.000993849077914021,-0.0009984268779449927,-0.0009975918937679435,-0.0009928460189486464
