,POP,SEED,STEPS,AVERAGE_SPEED,RADIAL_VARIANCE,SCATTER,GROUP_ROTATION,ANGULAR_MOMENTUM,CONVEX_HULL,INVERSE_CONVEX_HULL,H0,H1,H0_MAX,H1_MAX
65,12,7,2501,0.18813555823511774,0.6375898888768817,0.6795501180419165,0.09520541404788085,0.07635843875316334,208019.8414035199,193895.67892440502,1.0,0.0,517.6579956054687,0.0
66,12,7,2501,0.012282159222178901,0.5578291989732101,0.6950807284740023,1.2525156257747784e-05,7.015573547669644e-06,204196.46390701353,195181.3941552873,1.0,0.0,543.4528442382813,0.0
67,12,7,2501,0.30664987467262167,0.5930195965455725,0.6922166424869151,-0.08810409607639516,-0.07145884803783766,208235.32706003916,197887.66760824222,1.0,0.0,509.271435546875,0.0
68,12,7,2501,0.6562214589959002,0.49433303532418654,0.6407547145174335,-0.4156391983552164,-0.30472983248270197,187149.96792521776,178782.03351716232,1.0,0.0,458.24579162597655,0.0
69,12,7,2501,0.4942447991854169,0.25367027781594004,0.6814202447861389,-0.4033318102234134,-0.3076803918286222,204664.54737629613,195876.97393616458,1.0,0.8,492.19789428710936,399.5101806640625
70,12,7,2501,0.854178982510059,0.34060111722507275,0.63214870787497,-0.7472949974965304,-0.5391446058577912,202861.2025552832,178361.0157121329,1.0,0.0,457.32318115234375,0.0
71,12,7,2501,1.1039931004425056,0.31755635857214587,0.5995248852486916,-0.9615071802022349,-0.6872393013881579,201574.80955275975,176319.97578877435,1.0,0.0,459.72557678222654,0.0
72,12,8,2501,0.1488162727793269,1.7617947099081919,0.577424540870564,-0.046954421832811045,-0.03166219714782049,120203.86901084168,107560.7073118146,0.0,0.0,0.0,0.0
73,12,8,2501,0.28188748462499996,0.14374797351733573,0.575385501005178,0.25307818193127973,0.18363989269018915,191883.47922678952,162343.52611687602,1.0,0.0,460.1177001953125,0.0
74,12,8,2501,0.3977689904774714,0.9843212141396591,0.6573498162930043,0.25710580925951787,0.14429276910154726,193913.50417245564,169239.3617996444,1.0,0.0,495.79636535644534,0.0
75,12,8,2501,0.0901348974553354,0.7891274488535069,0.6583556502720583,-0.013860905552089187,-0.01670885231019892,207901.6814467545,197944.02527175308,1.0,0.0,511.35670471191406,0.0
76,12,8,2501,0.252262363798534,0.1705572994271215,0.7373994406045035,-0.09101367423525283,-0.06473262382694647,208183.48745913248,203423.07693007868,1.0,0.0,550.8819458007813,0.0
77,12,8,2501,0.4279203855838194,0.1816413701054416,0.7521020794107003,-0.11581277617312452,-0.08814628182563235,107307.64716433302,105401.55602840167,0.0,0.0,0.0,0.0
78,12,8,2501,0.5198071156185314,0.41858237535778775,0.6806840314333532,-0.2773593483239021,-0.19657276465766807,207967.9253121569,180718.63822558816,1.0,0.0,468.7510528564453,0.0
79,12,8,2501,2.3474581397956378,0.9306475702893587,0.22418256808969364,-0.3332742474222,-0.20217126692048035,80241.68780254098,71873.62555850195,0.0,0.0,0.0,0.0
80,12,8,2501,0.9887039854873291,0.4298144209258934,0.6140278089531279,-0.8715019598658799,-0.6150008878566571,207178.16907945712,189376.15785183548,1.5,0.0,471.5525848388672,0.0
81,12,9,2501,0.09809606959348162,0.45906789557232586,0.6458099739241874,-0.053247106362893704,-0.04319486199468453,183678.14755669277,163202.98555255344,1.0,0.0,478.497509765625,0.0
82,12,9,2501,0.2967630398895207,0.6082454482614447,0.4393958959801412,0.2660828820158634,0.17736950457781211,154754.34090572727,139925.31831282712,1.0,0.0,452.1642822265625,0.0
83,12,9,2501,0.32996166004685074,0.8911661536786251,0.5519639872898311,0.3109137067752091,0.19477181542231567,198109.71597736754,191821.53064712207,1.0,0.0,478.4195495605469,0.0
84,12,9,2501,0.09040400859751103,0.7113656147458906,0.6701826139706113,-0.0466883238098011,-0.04349918287433471,211273.03882004105,194237.65856875066,1.0,0.0,512.1376831054688,0.0
85,12,9,2501,0.2789551279511649,0.5422811495767701,0.7004840058177401,-0.12336485570155756,-0.08534656724167458,166417.3605885172,157030.89164909677,1.0,0.0,503.57756958007815,0.0
86,12,9,2501,0.49220000672493136,0.1845902179821289,0.6936797330837655,-0.428879101305375,-0.3144453497485774,208089.33213363506,203253.3063350333,1.0,0.0,462.67775268554686,0.0
87,12,9,2501,0.2019990306584578,2.0767159699119206,0.48703968188793945,-0.022418286198474146,-0.014937722908348144,110258.80279987659,107064.55498191778,1.0,0.0,456.2132263183594,0.0
88,12,9,2501,0.8659929938671955,0.25595136399135315,0.6436131744728381,-0.7647031606232804,-0.5546661165878137,207748.36060650196,184475.52114110562,1.0,0.0,456.43332824707034,0.0
89,12,9,2501,1.0828631624595264,0.3551255570372694,0.605719232982782,-0.9481801040128844,-0.6721707437220107,206328.9408000761,173581.39260533295,1.0,0.0,459.3587127685547,0.0
90,12,10,2501,0.32094340786016695,0.50383583293239,0.6640756995779183,-0.0042020592688763545,0.002867424677034108,69244.57441772537,65113.36721082427,0.0,0.0,0.0,0.0
91,12,10,2501,0.27414999421223735,0.2384851230876161,0.55301267918898,0.24990477240720835,0.18369116968700452,175880.47434027836,159635.28659756063,1.0,0.9,446.4089721679687,404.7615966796875
92,12,10,2501,0.19108752395017764,0.8581668801664242,0.6838750816331511,0.02387601588381492,0.019150374920401992,207746.26726796798,193381.8325083575,1.0,0.0,595.8721130371093,0.0
93,12,10,2501,0.25603140774503563,1.2292121561514604,0.6142757643953553,0.017491720813746562,0.007825549751828382,70471.96273511657,66448.27114983297,0.0,0.0,0.0,0.0
94,12,10,2501,0.5277563833803609,0.8431712041733281,0.4715477324339301,-0.13546062845075899,-0.11826674325714398,113760.13860617817,120890.76712817462,1.0,0.0,469.6029846191406,0.0
95,12,10,2501,0.44358685283511334,0.23055250114126186,0.7383945257288957,-0.1357528387223015,-0.08388543936694039,110164.80036566567,108910.63227230022,0.0,0.0,0.0,0.0
96,12,10,2501,0.6108152801133976,0.3057622217778863,0.7048178300727658,-0.23914453316148948,-0.17367673743899917,134563.30950415795,127989.34395019854,0.0,0.0,0.0,0.0
97,12,10,2501,0.39098236355736654,0.45045815220760005,0.052406241561639914,-0.08088189957371038,-0.02343664872180047,17882.258753893835,14091.559717583139,2.0,0.0,19.311081314086913,0.0
98,12,10,2501,1.0889039113700774,0.41709863368258027,0.5898700840793001,-0.945438424896375,-0.669376463458002,205045.47717954952,163885.98649464353,1.0,0.0,456.08515014648435,0.0
