,POP,SEED,STEPS,AVERAGE_SPEED,RADIAL_VARIANCE,SCATTER,GROUP_ROTATION,ANGULAR_MOMENTUM,CONVEX_HULL,INVERSE_CONVEX_HULL,H0,H1,H0_MAX,H1_MAX
205,12,8,2501,0.4922774245656709,0.02077769840170921,0.005058800816122054,-0.2147166219067119,-0.019623808317462882,1864.8741774855498,358.0377675247294,0.0,0.0,0.0,0.0
206,12,8,2501,0.6862580474535109,0.041278840172544094,0.008560122724990717,-0.4274343288509256,-0.05230440671776616,3546.6456352660607,480.693918849426,1.5,0.0,32.28065700531006,0.0
207,12,9,2501,1.4648448260191966,0.1201541319067843,0.038934531428358524,-0.9537614526922138,-0.205942311191017,13202.664893063318,5080.240558158486,0.9,0.0,50.50661964416504,0.0
208,12,9,2501,1.6013973529421606,0.3313357165873125,0.11390906030978488,-1.0048443431566172,-0.3418893581293029,51973.784146302445,14635.360126369502,0.9,0.0,64.67173233032227,0.0
209,12,9,2501,1.5198328086660886,0.23777107975162587,0.06508356249191333,-1.0684334132074724,-0.27138917096400417,29321.30615415639,12060.39285298288,1.6,0.0,96.25491294860839,0.0
210,12,9,2501,0.21957537348316442,0.21036727618113374,0.06013845525486862,-0.0040569973899640035,-0.0013197417360978477,19607.556346726356,15486.882139795094,1.9,0.0,20.714144706726074,0.0
211,12,9,2501,0.791171459963784,0.0499229260210637,0.012437800930074138,0.28897140702821933,0.04650006536972691,5917.025012126625,754.6510717495653,1.0,0.0,35.58786239624023,0.0
212,12,9,2501,0.35907590364957415,0.06309092008006437,0.012051559242752675,0.03927411470537341,0.0033007597049890458,3032.2554929793837,448.675815500536,1.0,0.0,21.87675380706787,0.0
213,12,9,2501,0.7746520032801409,0.014168257516888372,0.006256500986780659,0.2527716506827344,0.022513434888201712,2281.2130154799115,790.5221971260663,1.5,0.1,31.9630069732666,3.4593902587890626
214,12,9,2501,0.18976532884113984,0.15941365129413057,0.03852325513099165,-0.014264398036554075,-0.0013598730507907448,11979.969789183531,7443.257951513058,1.8,0.0,17.23383960723877,0.0
215,12,9,2501,0.24806143868055813,0.27495465566510985,0.04617583396226542,-0.07239939201626369,-0.010315614912954352,18864.52821598822,15815.954628048537,0.0,0.0,0.0,0.0
216,12,9,2501,0.3381662517176754,0.25274705285698795,0.13330988938111926,0.056527061529897796,0.026052474086810374,39504.43766105309,17864.96242458841,0.6,0.0,65.77854537963867,0.0
217,12,9,2501,0.3834705728053027,0.13379610844693535,0.036966305332267246,-0.07188455446194378,-0.014644043503067744,11838.755949794471,7658.797290343079,1.0,0.0,77.89014129638672,0.0
218,12,9,2501,0.3834705728053027,0.13379610844693535,0.036966305332267246,-0.07188455446194378,-0.014644043503067744,11838.755949794471,7658.797290343079,1.0,0.0,77.89014129638672,0.0
219,12,9,2501,0.8536738203504468,0.04152757999526531,0.01673908471337326,-0.664864807185929,-0.08927214073734531,7464.401278070369,2656.904243795101,2.0,0.0,65.21201553344727,0.0
220,12,9,2501,0.9359586022555385,0.08968499228120606,0.02250223412834633,-0.5515136111783506,-0.10150114583163297,8610.32825826828,2486.507220900305,1.7,0.0,79.02058486938476,0.0
221,12,9,2501,0.9494713529732696,0.27150765906954083,0.03614083142868096,-0.7588006196347631,-0.15374836214323795,13870.122071434876,1125.3630515888433,0.0,0.0,0.0,0.0
222,12,9,2501,1.2064805430030412,0.18367448158985242,0.05978843031454271,-0.9156873821767292,-0.23884952851649885,27374.200481443568,6634.627287201882,0.3,0.0,42.061170959472655,0.0
223,12,9,2501,1.2038495524291533,0.1516746899494291,0.04560580354954977,-0.8686747926502217,-0.2000577970888054,19254.695649112036,5789.846861472766,0.7,0.0,51.15297012329101,0.0
224,12,9,2501,0.7073757736444821,0.02022717278576581,0.005950992931383537,-0.4137711475164586,-0.044823938761579356,2671.6404808289994,718.7102375021443,1.9,0.0,28.665018844604493,0.0
225,12,9,2501,0.9924827961949009,0.053319114251119924,0.012440849894723884,-0.7196369582072835,-0.0925289328995237,5747.338893818494,1349.2557962346932,0.0,0.0,0.0,0.0
226,12,9,2501,1.1211045663002457,0.07554126980318004,0.02432669173333207,-0.7716776781232155,-0.13346659031264357,9128.964761110868,2858.9226879551743,0.0,0.0,0.0,0.0
227,12,9,2501,0.4568255116364559,0.013309442772749544,0.004185680465658561,-0.10938252255909087,-0.010177165629735651,1781.6435294675073,349.56982492591806,2.8,0.0,23.1896635055542,0.0
228,12,9,2501,0.6381089295737421,0.02789149503328925,0.006429169958117226,-0.27975304996418954,-0.03148496453199912,2582.687199425331,471.88993045029986,0.0,0.0,0.0,0.0
229,12,9,2501,0.831676959561624,0.04601787786988912,0.010033624584751242,-0.6249576677489015,-0.07229056513316982,4587.706332821839,713.7911117019144,1.1,0.0,21.09311637878418,0.0
230,12,10,2501,1.416635397487115,0.11496272633173474,0.06034409878515556,-0.8763552990278163,-0.21896340351790186,23859.339598357117,11079.309665400164,0.6,0.0,35.70533065795898,0.0
231,12,10,2501,1.6149254955418146,0.36962033540666744,0.14617407586448825,-1.0639761474072995,-0.382199993887192,64889.34539941717,22866.933283518,1.0,1.0,216.03526763916017,225.30193481445312
232,12,10,2501,1.506433376154166,0.1369296337336069,0.05655516649838718,-1.0323788493805444,-0.2603441869296377,23192.941948497188,10790.680073298383,1.1,0.0,158.1863037109375,0.0
233,12,10,2501,0.19352338789034285,0.37937879126511226,0.10503916897653694,0.0008944597820944706,0.0010508089847564728,10622.490408184041,8351.904884988335,1.4,0.0,20.548456573486327,0.0
234,12,10,2501,0.7797233769599213,0.12640529164933648,0.02403063959748151,0.3132676516898283,0.05306181545427997,10893.910873310024,1365.4750998474035,0.3,0.0,13.492192840576172,0.0
235,12,10,2501,0.3332871970872787,0.1634944198467135,0.0521998084542828,-0.02913205364109889,-0.00725442990601255,6564.518071893015,4769.976675896534,1.0,0.0,18.11780891418457,0.0
236,12,10,2501,0.7420428593641928,0.010184455519588836,0.0038237735804621436,0.35489712136738255,0.021250657960820696,1653.1092083044105,443.77530013053286,2.6,0.0,22.281075477600098,0.0
237,12,10,2501,0.21648966360764324,0.5056409478252151,0.10239023874018935,0.001658461503041489,0.0006635987850719077,10910.71858259825,6555.803033834222,1.0,0.0,18.07835159301758,0.0
238,12,10,2501,0.23723516046455687,0.4096931765867617,0.06713243356318514,-0.037098258516523,-0.0075270433167300334,11887.302382216063,2748.2049849362293,1.0,0.0,23.12566204071045,0.0
239,12,10,2501,0.3090453278272458,0.5104615924725668,0.13844378943346222,-0.07871555961262772,-0.02113191226956655,26362.9467541704,14666.465270619114,0.0,0.0,0.0,0.0
240,12,10,2501,0.4195890694460607,0.3829416425453931,0.053343032649519125,-0.13178514981403258,-0.019909566044623846,7816.466893408578,2436.986259558521,1.5,0.0,21.359387588500976,0.0
241,12,10,2501,0.4195890694460607,0.3829416425453931,0.053343032649519125,-0.13178514981403258,-0.019909566044623846,7816.466893408578,2436.986259558521,1.5,0.0,21.359387588500976,0.0
242,12,10,2501,0.7950058722000267,0.08072370825348547,0.017293880653542176,-0.5525579094910674,-0.07942656043517009,5665.3329852048955,1356.4738782933919,1.6,0.0,43.757695007324216,0.0
243,12,10,2501,0.825959915266258,0.04751453713846209,0.011742649214518897,-0.6176383232062224,-0.07896661667674527,4188.538186254304,1002.6855225204143,1.0,0.0,31.346946716308594,0.0
244,12,10,2501,0.8514898213735959,0.14531616696588615,0.02622144812676849,-0.5149940790530951,-0.1109114889758288,12532.386917428197,2099.509712375347,0.9,0.0,42.842919158935544,0.0
245,12,10,2501,1.066944985575089,0.2774731286521142,0.08174101737925751,-0.7541697632799768,-0.2437565704032746,36729.56358539388,17722.922153045434,1.6,0.0,174.6679229736328,0.0
246,12,10,2501,1.2230578616275098,0.19014363473188722,0.041514228688908625,-0.980751794948895,-0.20619188814300135,13669.222033957709,2323.46991328662,1.0,0.0,78.09105377197265,0.0
247,12,10,2501,0.7406477083111794,0.0373569400883009,0.007054434502174744,-0.501419918531429,-0.05574503129212907,2640.232413169851,305.4599997677152,0.7,0.0,10.293703269958495,0.0
248,12,10,2501,1.0284638101349848,0.0436461485382374,0.01187745491233249,-0.8072346816260789,-0.09857395136242823,5788.510503307487,1330.2804362550837,1.0,0.0,48.98022689819336,0.0
249,12,10,2501,1.0981210211361492,0.10508769941967962,0.028249220154576732,-0.7246560202199881,-0.13327458040003176,10919.203072714296,3732.3337104626908,0.0,0.0,0.0,0.0
250,12,10,2501,0.6264517783988266,0.01769724064134667,0.004936023741910242,-0.3283050091934296,-0.032863162886123794,2334.5118158531272,459.42856280059493,1.5,0.0,16.14029493331909,0.0
251,12,10,2501,0.5797159600591761,0.01237973885824426,0.004176927733761578,-0.35976330503016546,-0.02818671020635972,1824.63911816823,430.1409642747276,4.0,0.0,20.487841415405274,0.0
252,12,10,2501,0.9289368180867524,0.032672750643444354,0.009725637632506,-0.6171141745285014,-0.07024760679250663,4327.510918454944,766.2581244231193,0.4,0.0,19.20786933898926,0.0
253,12,11,2501,1.50804418232297,0.3504782129645364,0.06326909598204289,-0.9900212719564088,-0.2516555493205493,24696.71290170055,3223.84738216619,1.0,0.0,105.85682754516601,0.0
254,12,11,2501,1.7084175882123571,0.4685774808436621,0.1606948563066282,-1.3077040801837825,-0.5068117376923738,62007.38965189444,15103.973826117837,0.0,0.0,0.0,0.0
255,12,11,2501,1.512574464750225,0.17955044783908358,0.07041649664035153,-1.1294438216352636,-0.29298270756185196,30646.460360659796,12330.418038305172,0.5,0.0,82.260009765625,0.0
256,12,11,2501,0.19380301200680525,0.2722746324862232,0.10771110112648209,-0.00233530761106495,0.00026954383748739775,41031.44993640713,25151.11980773894,1.0,0.0,21.591464233398437,0.0
257,12,11,2501,0.5093523102705233,0.06159253459503196,0.009568330479748597,0.13625553131888077,0.025996045651902278,4078.5160139554923,415.70429297329713,0.8,0.0,15.755703735351563,0.0
258,12,11,2501,0.2782262861446208,0.026210316991481877,0.005542688378851699,0.03185764954651042,0.0031323073320638065,2099.181400074438,314.62234995377395,2.3,0.0,17.08156509399414,0.0
259,12,11,2501,0.8317905122605727,0.025778312923244756,0.007422908794353374,0.2771533378725424,0.017636234024835853,1991.6125118909601,503.35090402049815,1.4,0.0,27.65874500274658,0.0
260,12,11,2501,0.22038210159013125,0.24124380219014058,0.08287262678954352,0.00921017447328465,0.002435684522179841,31344.256778852345,24262.12956427716,0.0,0.0,0.0,0.0
261,12,11,2501,0.30304054561516186,0.4754085535666674,0.06889831723902826,0.019058667029866923,0.005422300916538972,28414.02557448524,17134.698271116602,1.0,0.0,20.082205963134765,0.0
262,12,11,2501,0.29497427869211884,0.3525796293185568,0.13696632443044776,-0.058007900381128664,-0.022243892363491273,54164.7168579395,48417.67410628252,0.7,0.0,16.23328800201416,0.0
263,12,11,2501,0.43189540025413664,0.20199805204201313,0.0341859021948749,0.03416053287217506,0.0012669833016800197,13630.151245163119,3713.5627536650677,0.0,0.0,0.0,0.0
264,12,11,2501,0.43189540025413664,0.20199805204201313,0.0341859021948749,0.03416053287217506,0.0012669833016800197,13630.151245163119,3713.5627536650677,0.0,0.0,0.0,0.0
265,12,11,2501,0.8059645532883848,0.19725523075937232,0.03107249915192182,-0.2882203272555793,-0.05538822203800608,11901.56030971483,1349.2783379293498,1.0,0.0,42.165161514282225,0.0
266,12,11,2501,1.0383197087046054,0.09283175840031282,0.020872244087397893,-0.9011390505688511,-0.13785195131885877,9020.473745827227,3494.7925305464737,1.0,0.0,100.23032684326172,0.0
267,12,11,2501,1.0822945544455278,0.14077410829591985,0.05032574317073211,-0.9317958254254876,-0.20889625360290365,20653.5935851035,8700.223236991058,0.7,0.0,72.91858825683593,0.0
268,12,11,2501,1.157578766918983,0.16689394419451525,0.08360842484716274,-0.833982042697872,-0.24771421286037326,33050.35285866746,18032.180136047653,0.0,0.0,0.0,0.0
269,12,11,2501,1.2380039182035276,0.08175200470026313,0.03703104706856669,-0.8018572179588804,-0.1642953475338923,14468.018678727809,6865.771870095112,1.0,0.0,106.7527229309082,0.0
270,12,11,2501,1.0274999493665231,0.03738572550744434,0.009037467739541423,-0.8225915175892059,-0.08532179539698066,4626.3082326444455,651.7750414741977,3.7,0.0,49.6875114440918,0.0
271,12,11,2501,0.9301069927965335,0.0897390509608271,0.01704709083307325,-0.5255644613855032,-0.08591269092484032,7392.165960752077,2252.667924011027,1.5,0.0,51.06698513031006,0.0
272,12,11,2501,1.042864312156099,0.06238414357342099,0.017550849115172608,-0.72705358084208,-0.10934653133688316,7123.766684632693,1985.6251489123658,0.9,0.0,35.81436347961426,0.0
273,12,11,2501,0.5243857131003234,0.022618536442615425,0.005602842546187132,-0.10447381731574827,-0.014501615301898741,2206.5376653665894,554.4945864702132,1.0,0.0,16.22044095993042,0.0
274,12,11,2501,0.5987897901784499,0.022649774833350175,0.0057487304817062,-0.321113891436925,-0.0322160186109464,2455.467396396969,363.7052801107621,2.4,0.0,21.966656112670897,0.0
275,12,11,2501,0.8008146506844319,0.04347983154524507,0.009936539852364113,-0.5194772779457413,-0.06266698858352295,3856.0404051957325,512.7219865872664,0.5,0.0,19.323808670043945,0.0
276,12,12,2501,1.353635735044613,0.24418555928764807,0.0530699980041333,-0.914652989391244,-0.24263708712812457,25391.77567048682,9185.83410830499,0.7,0.0,52.092315673828125,0.0
277,12,12,2501,1.652059611100993,0.5916811414402166,0.16269828747033144,-1.039023694148784,-0.43967388557205006,75862.98863172662,27018.016317040965,1.0,0.0,153.00265808105468,0.0
278,12,12,2501,1.4549011350064975,0.12475665288273916,0.046398571964431125,-0.7612304540575486,-0.18233702730996146,16845.716136430583,5815.898605806183,0.0,0.0,0.0,0.0
279,12,12,2501,0.21853465202151068,0.24239078577196363,0.05228851760887598,0.006661326529890408,0.0008363568413033054,7163.277228560956,3123.4758160923307,0.4,0.0,7.683648109436035,0.0
280,12,12,2501,0.6727535270396799,0.03335847784159733,0.008865851723991052,0.4716800120744597,0.04942969437790515,3781.6593615011334,1301.8876378788107,2.5,0.0,54.6458927154541,0.0
281,12,12,2501,0.331197014477371,0.030807845773939326,0.022607376239176982,-0.00019943868933008924,0.00035579310078184037,3740.6602947400406,2248.41582980137,1.8,0.0,17.519283103942872,0.0
