,POP,SEED,STEPS,AVERAGE_SPEED,RADIAL_VARIANCE,SCATTER,GROUP_ROTATION,ANGULAR_MOMENTUM,CONVEX_HULL,INVERSE_CONVEX_HULL,H0,H1,H0_MAX,H1_MAX
0,12,0,2501,1.354639633333333,8.567671263673659e-06,0.020904239963367516,1.148514935069894,0.1660087689028196,7836.8495224661965,7836.8495224661965,1.0,3.0,88.70683441162109,98.58616409301757
1,12,0,2501,1.4227315000000003,1.0605593808662363e-05,0.02124963346618529,1.1520165108710927,0.16787728879587893,7965.131351767464,7965.131351767469,1.0,3.0,89.68131256103516,99.24920425415038
2,12,0,2501,1.4178026666666674,1.323656762750464e-05,0.02065779426011419,1.1384849250908253,0.16361635503117214,7743.684103525369,7743.684103525369,1.0,3.0,88.35879592895508,97.80842742919921
3,12,0,2501,1.4205209500000004,1.3769083648698641e-05,0.02016327781406412,1.1071976974167637,0.1571643751612102,7558.7365858031635,7558.736585803166,1.0,3.0,87.35550537109376,96.65894775390625
4,12,0,2501,1.3689600000000004,1.958789855564909e-05,0.021248065044602936,1.0876645066746726,0.15846153799001336,7965.3792410356,7965.3792410356,1.0,3.0,89.55784149169922,99.19062957763671
5,12,0,2501,1.5016183333333328,1.6325788857479817e-05,0.02073846471259549,1.3155229502466752,0.18934419988920337,7774.062834585074,7774.062834585076,1.0,3.0,88.62877197265625,97.9577033996582
6,12,0,2501,1.437920775,9.623399409453081e-06,0.020210747251639113,1.127357171727767,0.16017710499833698,7576.426117335884,7576.426117335884,1.0,3.0,87.22186279296875,96.9504898071289
7,12,0,2501,1.326312166666667,1.1748269107382936e-05,0.020423034246611592,1.0997893428845713,0.15708884149149624,7656.406669724479,7656.406669724479,1.0,3.0,87.7121452331543,97.26253128051758
8,12,0,2501,1.3876897499999996,1.083224682225329e-05,0.021806374689430995,1.125610877521346,0.16613919916289407,8175.034771364755,8175.034771364755,1.0,3.0,90.54227142333984,100.38901977539062
9,12,0,2501,1.4114125000000002,1.0010309518087349e-05,0.019742275355611887,1.062845978620187,0.14920012810930128,7400.488521450181,7400.488521450178,1.0,3.0,86.29174880981445,95.58913650512696
10,12,0,2501,1.4621483401526945,0.008259674094086988,0.019764607096389143,1.2557068648223018,0.1674946219300108,6607.237559749969,5815.675473329841,1.0,0.0,79.64736557006836,0.0
11,12,0,2501,1.426707999999999,1.7194199921498574e-05,0.020254190292232424,1.1522239529218727,0.16389021767783668,7592.4948331948135,7592.4948331948135,1.0,3.0,87.52543640136719,97.03072357177734
12,12,0,2501,1.4402858583333333,1.6271603743663896e-05,0.02055294319885311,1.2492799667411665,0.17900641253703764,7704.723093794545,7704.723093794545,1.0,3.0,88.19843368530273,97.4618637084961
13,12,0,2501,1.386835025,8.162594342040441e-06,0.020765085833857992,1.11872644323505,0.16118149280149652,7784.537411283876,7784.537411283876,1.0,3.0,88.47808609008788,98.13845596313476
14,12,0,2501,0.4244497999999999,6.762510990397666e-06,0.02721309341542036,-0.4243692451251341,-0.06999884310564082,10204.417376241747,10204.417376241747,1.0,3.0,100.9799789428711,112.23327255249023
15,12,0,2501,1.1638123333333334,5.221026873622535e-06,0.03183317603070091,-1.1635855955555074,-0.20761292064076942,11937.042087947002,11937.042087947004,1.0,3.0,109.4176856994629,121.72487258911133
16,12,0,2501,1.1125185333333336,1.6049951164786267e-06,0.03062905383241365,1.112200863355316,0.19465453182306294,11485.204844958722,11485.204844958722,1.0,3.0,107.268994140625,119.36924667358399
17,12,0,2501,0.313342966666667,0.0005059427767683031,0.025353464211747334,-0.31264142840873643,-0.04970368409226789,9481.444691737224,9481.444691737219,1.0,3.0,99.18056564331054,105.58521270751953
18,12,0,2501,0.30904200000000026,0.01034447176770055,0.028565023495719613,-0.2084425350415111,-0.03426682358453407,9996.445003748993,9283.103429674098,1.0,0.0,96.72520141601562,0.0
19,12,0,2501,0.6635999999999997,2.6290210747332838e-06,0.027761009310616824,-0.6635369810250228,-0.11055164168650472,10410.201701065873,10410.201701065873,1.0,3.0,102.06734466552734,113.58412475585938
20,12,0,2501,0.49287213333333324,0.00032797096512646016,0.03100773097092104,0.4924749417519682,0.0867038595539265,11614.097456775446,11614.097456775446,1.0,3.0,108.91660995483399,117.75142517089844
21,12,0,2501,0.8468202499999995,1.2656410670615304e-06,0.023048113433989017,-0.8461000986660355,-0.1284462584453109,8642.667087236669,8642.667087236669,1.0,3.0,93.04824600219726,103.51719512939454
22,12,0,2501,0.8468202499999995,1.2656410670615304e-06,0.023048113433989017,-0.8461000986660355,-0.1284462584453109,8642.667087236669,8642.667087236669,1.0,3.0,93.04824600219726,103.51719512939454
23,12,0,2501,1.462726871654983,0.024805488110352988,0.10821875312256397,-1.452495262062298,-0.47533955295808883,38078.467090433856,37422.10963390763,1.0,0.0,186.01559448242188,0.0
24,12,0,2501,1.3247913999999994,9.773189646489406e-06,0.03408068041319641,-1.3246315043036139,-0.24454914007302012,12779.714618169448,12779.714618169448,1.0,3.0,113.20773620605469,125.97565078735352
25,12,0,2501,1.5212319999999995,0.0007281244648352007,0.03982229394301441,-1.5202047158471992,-0.3033403518435773,14899.447855089129,14899.447855089129,1.0,3.0,122.44661178588868,131.49945373535155
26,12,0,2501,1.2094960000000003,1.4257670861682601e-05,0.018804195050342178,1.2086192654467152,0.16566746481205313,7050.742660080863,7050.742660080865,1.0,3.0,84.17760848999023,93.2407127380371
