,0,1,2,3,4,5,6,7,8,9,10,11,12,13
70,2,20,1.9056396761745207,10001,206.66453748830557,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
71,2,21,1.164949479833198,8616,89.00854700022208,1.0,8616.0,8616.0,8616.0,8616.0,-1.0,-1.0,-1.0,-1.0
72,2,22,1.9582093798172728,10001,152.98023092412728,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
73,2,23,1.9248652516259452,324,136.62840369135202,1.0,324.0,324.0,324.0,324.0,-1.0,-1.0,-1.0,-1.0
74,2,24,1.7123429878269185,3236,115.7502896423101,1.0,3236.0,3236.0,3236.0,3236.0,-1.0,-1.0,-1.0,-1.0
75,2,25,1.3769623023903859,10001,143.16642307045825,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
76,2,26,1.7472912662232836,10001,154.97070696912405,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
77,2,27,1.648497219978883,10001,168.58558651209415,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
78,2,28,1.1129571701761631,5193,106.9634467986766,1.0,5193.0,5193.0,5193.0,5193.0,-1.0,-1.0,-1.0,-1.0
79,2,29,1.5481190538116991,10001,164.82456777892003,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
80,2,30,1.5390815646058105,10001,228.7032121917019,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81,2,31,1.0122782473979755,3555,132.24288885195043,1.0,3555.0,3555.0,3555.0,3555.0,-1.0,-1.0,-1.0,-1.0
82,2,32,1.0774217838533042,10001,190.9107807863024,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
83,2,33,1.570328423136873,10001,142.8041256512947,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
84,2,34,1.5289353829404124,382,37.20413870586276,1.0,382.0,382.0,382.0,382.0,-1.0,-1.0,-1.0,-1.0
85,2,35,1.5486946056438222,10001,226.56716244606173,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
86,2,36,1.328700520533098,4173,124.579909464218,1.0,4173.0,4173.0,4173.0,4173.0,-1.0,-1.0,-1.0,-1.0
87,2,37,1.6820045605879779,10001,237.72950238481974,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
88,2,38,1.6394736947203203,764,62.4332767179045,1.0,764.0,764.0,764.0,764.0,-1.0,-1.0,-1.0,-1.0
89,2,39,1.2098512445365173,3754,49.12420279537625,1.0,3754.0,3754.0,3754.0,3754.0,-1.0,-1.0,-1.0,-1.0
90,2,40,1.4586067093870614,5823,165.3201445060039,1.0,5823.0,5823.0,5823.0,5823.0,-1.0,-1.0,-1.0,-1.0
91,2,41,1.3810206899957715,10001,94.41181538270129,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
92,2,42,1.6394267984578836,10001,190.51222309968006,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
93,2,43,1.03855183933738,1557,105.58839700868376,1.0,1557.0,1557.0,1557.0,1557.0,-1.0,-1.0,-1.0,-1.0
94,2,44,1.4085358792544938,10001,224.16637221533074,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
95,2,45,1.2718754143840907,5357,124.16265004483172,1.0,5357.0,5357.0,5357.0,5357.0,-1.0,-1.0,-1.0,-1.0
96,2,46,1.888268076452488,521,68.56597106553959,1.0,521.0,521.0,521.0,521.0,-1.0,-1.0,-1.0,-1.0
97,2,47,1.3518462558278825,2,13.00590830669797,1.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0
98,2,48,1.5481578284163295,10001,179.6445257082431,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
99,2,49,1.0668839763427518,7821,140.59763785726815,1.0,7821.0,7821.0,7821.0,7821.0,-1.0,-1.0,-1.0,-1.0
100,3,0,1.8444218515250481,10001,207.39161014256814,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
101,3,1,1.134364244112401,10001,236.57897234585377,1.0,8717.0,8717.0,8717.0,-1.0,-1.0,-1.0,-1.0,-1.0
102,3,2,1.9560342718892494,10001,139.02144297883027,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
103,3,3,1.2379646270918914,8420,53.101774606135585,3.0,3851.0,3851.0,3851.0,4862.0,8420.0,8420.0,8420.0,8420.0
104,3,4,1.2360480897374346,10001,271.74985569985915,2.0,1090.0,1090.0,1090.0,1498.0,-1.0,-1.0,-1.0,-1.0
105,3,5,1.622901694889702,10001,28.365886443253256,2.0,4181.0,4181.0,4181.0,7666.0,-1.0,-1.0,-1.0,-1.0
106,3,6,1.793340083761663,10001,142.49431249115477,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
107,3,7,1.3238327648331625,10001,172.7637802960895,2.0,4593.0,4593.0,4593.0,8763.0,-1.0,-1.0,-1.0,-1.0
108,3,8,1.226705859381049,10001,139.71848987947104,2.0,950.0,950.0,950.0,9499.0,-1.0,-1.0,-1.0,-1.0
109,3,9,1.4630073578150213,10001,152.82289554277003,1.0,2685.0,2685.0,2685.0,-1.0,-1.0,-1.0,-1.0,-1.0
110,3,10,1.5714025946899135,10001,150.97952239565456,1.0,210.0,210.0,210.0,-1.0,-1.0,-1.0,-1.0,-1.0
111,3,11,1.4523795535098185,10001,170.45897298470172,2.0,263.0,263.0,263.0,4336.0,-1.0,-1.0,-1.0,-1.0
112,3,12,1.474570678688548,10001,45.57648855817713,1.0,3782.0,3782.0,3782.0,-1.0,-1.0,-1.0,-1.0,-1.0
113,3,13,1.2590084917154736,10001,139.47069678316652,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
114,3,14,1.1068285377016558,10001,188.57628048650548,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
115,3,15,1.9652421415521228,10001,178.81071113998925,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
116,3,16,1.361522774914075,10001,226.7424958825209,2.0,1.0,1.0,1.0,972.0,-1.0,-1.0,-1.0,-1.0
117,3,17,1.5219839097124932,10001,155.2474676363391,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
118,3,18,1.1812648633332214,10001,176.45709592051801,2.0,213.0,213.0,213.0,9543.0,-1.0,-1.0,-1.0,-1.0
119,3,19,1.6771258268002702,10001,162.3950023623618,1.0,6550.0,6550.0,6550.0,-1.0,-1.0,-1.0,-1.0,-1.0
120,3,20,1.9056396761745207,10001,179.5367200718486,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
121,3,21,1.164949479833198,10001,139.04658944466965,1.0,10000.0,10000.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0
122,3,22,1.9582093798172728,10001,134.45344892659526,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
123,3,23,1.9248652516259452,10001,164.1727608035185,1.0,107.0,107.0,107.0,-1.0,-1.0,-1.0,-1.0,-1.0
124,3,24,1.7123429878269185,10001,67.0072141992294,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
125,3,25,1.3769623023903859,10001,195.44548270406543,1.0,5309.0,5309.0,5309.0,-1.0,-1.0,-1.0,-1.0,-1.0
126,3,26,1.7472912662232836,10001,182.8428583800611,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
127,3,27,1.648497219978883,10001,278.9983272481409,2.0,1112.0,1112.0,1112.0,1650.0,-1.0,-1.0,-1.0,-1.0
128,3,28,1.1129571701761631,10001,170.44449932389827,2.0,866.0,866.0,866.0,981.0,-1.0,-1.0,-1.0,-1.0
129,3,29,1.5481190538116991,10001,225.07605236692393,1.0,1407.0,1407.0,1407.0,-1.0,-1.0,-1.0,-1.0,-1.0
130,3,30,1.5390815646058105,10001,176.0894842569379,1.0,4439.0,4439.0,4439.0,-1.0,-1.0,-1.0,-1.0,-1.0
131,3,31,1.0122782473979755,10001,157.73698887967782,1.0,3138.0,3138.0,3138.0,-1.0,-1.0,-1.0,-1.0,-1.0
132,3,32,1.0774217838533042,10001,198.6607635302638,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
133,3,33,1.570328423136873,10001,240.478940852365,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
134,3,34,1.5289353829404124,10001,154.44461354385965,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
135,3,35,1.5486946056438222,10001,195.1151132177763,1.0,7840.0,7840.0,7840.0,-1.0,-1.0,-1.0,-1.0,-1.0
136,3,36,1.328700520533098,10001,141.44756288493002,1.0,6904.0,6904.0,6904.0,-1.0,-1.0,-1.0,-1.0,-1.0
137,3,37,1.6820045605879779,10001,156.8360817428127,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
138,3,38,1.6394736947203203,10001,139.88664410877828,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
139,3,39,1.2098512445365173,10001,139.11865778520277,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
140,3,40,1.4586067093870614,10001,126.21351494970564,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
141,3,41,1.3810206899957715,10001,204.71547679865154,1.0,3426.0,3426.0,3426.0,-1.0,-1.0,-1.0,-1.0,-1.0
142,3,42,1.6394267984578836,10001,171.05990318970504,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
143,3,43,1.03855183933738,10001,183.93309772129408,1.0,6075.0,6075.0,6075.0,-1.0,-1.0,-1.0,-1.0,-1.0
144,3,44,1.4085358792544938,10001,213.05106630787134,1.0,2386.0,2386.0,2386.0,-1.0,-1.0,-1.0,-1.0,-1.0
145,3,45,1.2718754143840907,10001,123.2545345476048,2.0,3054.0,3054.0,3054.0,7652.0,-1.0,-1.0,-1.0,-1.0
146,3,46,1.888268076452488,10001,163.1301983044197,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
147,3,47,1.3518462558278825,10001,98.21528620248125,2.0,2.0,2.0,2.0,2934.0,-1.0,-1.0,-1.0,-1.0
148,3,48,1.5481578284163295,10001,130.2243128107437,2.0,6306.0,6306.0,6306.0,9556.0,-1.0,-1.0,-1.0,-1.0
149,3,49,1.0668839763427518,10001,234.68938240637578,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
150,4,0,1.8444218515250481,10001,189.83747517023096,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
151,4,1,1.134364244112401,7502,118.07060805311359,2.0,12.0,12.0,12.0,7502.0,-1.0,-1.0,-1.0,-1.0
152,4,2,1.9560342718892494,8190,118.6297961343823,2.0,7534.0,7534.0,7534.0,8190.0,-1.0,-1.0,-1.0,-1.0
153,4,3,1.2379646270918914,10001,172.05564413848623,1.0,8480.0,8480.0,8480.0,-1.0,-1.0,-1.0,-1.0,-1.0
154,4,4,1.2360480897374346,4834,115.11804121415459,2.0,843.0,843.0,843.0,4834.0,-1.0,-1.0,-1.0,-1.0
155,4,5,1.622901694889702,10001,216.10478542559744,1.0,7058.0,7058.0,7058.0,-1.0,-1.0,-1.0,-1.0,-1.0
156,4,6,1.793340083761663,10001,236.38554640870672,1.0,1549.0,1549.0,1549.0,-1.0,-1.0,-1.0,-1.0,-1.0
157,4,7,1.3238327648331625,10001,140.6336076567619,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
158,4,8,1.226705859381049,10001,205.0820732672086,1.0,4490.0,4490.0,4490.0,-1.0,-1.0,-1.0,-1.0,-1.0
159,4,9,1.4630073578150213,10001,180.5562887590543,1.0,5872.0,5872.0,5872.0,-1.0,-1.0,-1.0,-1.0,-1.0
160,4,10,1.5714025946899135,10001,127.3951891593741,1.0,271.0,271.0,271.0,-1.0,-1.0,-1.0,-1.0,-1.0
161,4,11,1.4523795535098185,10001,109.71798633463558,1.0,278.0,278.0,278.0,-1.0,-1.0,-1.0,-1.0,-1.0
162,4,12,1.474570678688548,6534,153.10091411197985,2.0,3249.0,3249.0,3249.0,6534.0,-1.0,-1.0,-1.0,-1.0
163,4,13,1.2590084917154736,10001,158.3527148141996,1.0,4217.0,4217.0,4217.0,-1.0,-1.0,-1.0,-1.0,-1.0
164,4,14,1.1068285377016558,3109,162.47263198902328,2.0,273.0,273.0,273.0,3109.0,-1.0,-1.0,-1.0,-1.0
165,4,15,1.9652421415521228,10001,173.30585822244524,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
166,4,16,1.361522774914075,4856,160.18978029667068,2.0,1.0,1.0,1.0,4856.0,-1.0,-1.0,-1.0,-1.0
167,4,17,1.5219839097124932,10001,127.40605198993435,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
168,4,18,1.1812648633332214,1328,164.11459240074032,2.0,208.0,208.0,208.0,1328.0,-1.0,-1.0,-1.0,-1.0
169,4,19,1.6771258268002702,10001,159.8376857266559,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
170,4,20,1.9056396761745207,10001,152.62917088016223,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
171,4,21,1.164949479833198,10001,184.18654395220338,1.0,6562.0,6562.0,6562.0,-1.0,-1.0,-1.0,-1.0,-1.0
172,4,22,1.9582093798172728,10001,174.65610939736857,1.0,7604.0,7604.0,7604.0,-1.0,-1.0,-1.0,-1.0,-1.0
173,4,23,1.9248652516259452,10001,180.94741426157313,1.0,105.0,105.0,105.0,-1.0,-1.0,-1.0,-1.0,-1.0
174,4,24,1.7123429878269185,10001,214.53428799509715,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
175,4,25,1.3769623023903859,2672,80.96020503888299,2.0,2060.0,2060.0,2060.0,2672.0,-1.0,-1.0,-1.0,-1.0
176,4,26,1.7472912662232836,10001,243.86501236521087,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
177,4,27,1.648497219978883,10001,210.06489270383986,1.0,2171.0,2171.0,2171.0,-1.0,-1.0,-1.0,-1.0,-1.0
178,4,28,1.1129571701761631,10001,180.96977240280359,1.0,412.0,412.0,412.0,-1.0,-1.0,-1.0,-1.0,-1.0
179,4,29,1.5481190538116991,10001,218.76410220540077,1.0,3352.0,3352.0,3352.0,-1.0,-1.0,-1.0,-1.0,-1.0
180,4,30,1.5390815646058105,10001,157.86806647382252,1.0,8935.0,8935.0,8935.0,-1.0,-1.0,-1.0,-1.0,-1.0
181,4,31,1.0122782473979755,10001,209.76317750057467,1.0,1976.0,1976.0,1976.0,-1.0,-1.0,-1.0,-1.0,-1.0
182,4,32,1.0774217838533042,6604,112.33736800283268,2.0,1283.0,1283.0,1283.0,6604.0,-1.0,-1.0,-1.0,-1.0
183,4,33,1.570328423136873,10001,219.59440650350652,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
184,4,34,1.5289353829404124,10001,136.9860728058777,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
185,4,35,1.5486946056438222,10001,177.7467083744708,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
186,4,36,1.328700520533098,10001,164.21544820604907,1.0,178.0,178.0,178.0,-1.0,-1.0,-1.0,-1.0,-1.0
187,4,37,1.6820045605879779,10001,121.26191775494682,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
188,4,38,1.6394736947203203,3592,141.43695041294006,2.0,2587.0,2587.0,2587.0,3592.0,-1.0,-1.0,-1.0,-1.0
189,4,39,1.2098512445365173,8748,157.26980386318647,2.0,6624.0,6624.0,6624.0,8748.0,-1.0,-1.0,-1.0,-1.0
190,4,40,1.4586067093870614,10001,169.21900387315497,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
191,4,41,1.3810206899957715,10001,206.13275392788367,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
192,4,42,1.6394267984578836,10001,179.08008122681093,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
193,4,43,1.03855183933738,10001,152.4952279114653,1.0,6428.0,6428.0,6428.0,-1.0,-1.0,-1.0,-1.0,-1.0
194,4,44,1.4085358792544938,10001,151.8776756130975,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
195,4,45,1.2718754143840907,10001,148.39083555227734,1.0,9695.0,9695.0,9695.0,-1.0,-1.0,-1.0,-1.0,-1.0
196,4,46,1.888268076452488,10001,138.07679656546955,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
197,4,47,1.3518462558278825,252,132.32856824380198,2.0,2.0,2.0,2.0,252.0,-1.0,-1.0,-1.0,-1.0
198,4,48,1.5481578284163295,5619,80.66571545391459,2.0,4226.0,4226.0,4226.0,5619.0,-1.0,-1.0,-1.0,-1.0
199,4,49,1.0668839763427518,10001,132.56807854647957,1.0,5176.0,5176.0,5176.0,-1.0,-1.0,-1.0,-1.0,-1.0
200,5,0,1.8444218515250481,10001,183.38729992086792,2.0,1.0,1.0,6357.0,-1.0,-1.0,-1.0,-1.0,-1.0
201,5,1,1.134364244112401,10001,172.30185882256305,2.0,9.0,9.0,4908.0,-1.0,-1.0,-1.0,-1.0,-1.0
