,0,1,2,3,4,5,6,7,8,9,10,11,12
163,4,13,6272,33.68059654686828,4.0,1479.0,1479.0,1479.0,1783.0,6272.0,6272.0,6272.0,6272.0
164,4,14,10001,71.13372103044625,3.0,377.0,377.0,377.0,3960.0,-1.0,-1.0,-1.0,-1.0
165,4,15,10001,79.54714437713832,3.0,171.0,171.0,171.0,340.0,-1.0,-1.0,-1.0,-1.0
166,4,16,3714,46.12263374633897,4.0,2616.0,2616.0,2616.0,2620.0,3714.0,3714.0,3714.0,3714.0
167,4,17,10001,114.2819050749929,2.0,381.0,381.0,381.0,459.0,-1.0,-1.0,-1.0,-1.0
168,4,18,7591,32.38408027155524,4.0,560.0,560.0,560.0,993.0,7591.0,7591.0,7591.0,7591.0
169,4,19,10001,115.49004973316529,2.0,4381.0,4381.0,4381.0,6336.0,-1.0,-1.0,-1.0,-1.0
170,4,20,10001,130.50418605315542,2.0,9204.0,9204.0,9204.0,9676.0,-1.0,-1.0,-1.0,-1.0
171,4,21,5895,31.731845885349486,4.0,1303.0,1303.0,1303.0,1303.0,5895.0,5895.0,5895.0,5895.0
172,4,22,10001,238.50156252516376,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
173,4,23,7710,10.869424183705087,4.0,474.0,474.0,474.0,1845.0,7710.0,7710.0,7710.0,7710.0
174,4,24,10001,261.39488192873506,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
175,4,25,5706,22.78235053002681,4.0,816.0,816.0,816.0,2042.0,5706.0,5706.0,5706.0,5706.0
176,4,26,10001,181.0405357371405,1.0,243.0,243.0,243.0,-1.0,-1.0,-1.0,-1.0,-1.0
177,4,27,10001,119.96983579847686,2.0,806.0,806.0,806.0,4285.0,-1.0,-1.0,-1.0,-1.0
178,4,28,3994,19.929442060022822,4.0,1.0,1.0,1.0,226.0,3994.0,3994.0,3994.0,3994.0
179,4,29,10001,85.78187073532543,3.0,342.0,342.0,342.0,383.0,-1.0,-1.0,-1.0,-1.0
180,4,30,10001,245.6882700650696,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
181,4,31,8456,33.57676996416042,4.0,2701.0,2701.0,2701.0,3814.0,8456.0,8456.0,8456.0,8456.0
182,4,32,10001,170.79673295084132,1.0,7456.0,7456.0,7456.0,-1.0,-1.0,-1.0,-1.0,-1.0
