0.6292, 0.2628, 0.0292, -0.5895, 0.3444, 0.5845, -0.7161, -0.4483, -1.2504, -0.3087
-0.3375, -0.1993, 0.2238, 0.1166, 0.9767, 0.2725, -0.8357, -0.4243, -1.8421, 0.748
-0.0186, -0.457, -0.9972, -0.1215, 0.4793, -0.7381, -0.8073, 0.5184, 0.9148, 0.5072
0.8537, 0.6661, -0.6107, -0.1311, 0.6967, 0.5011, -0.85, 0.8262, 0.7324, -0.0065
0.8139, -0.8559, -0.4914, 0.3649, -0.1706, 0.2948, -0.2724, -0.2878, -0.5966, -0.048
0.1684, 0.956, -0.8648, -0.3043, 0.102, -0.1484, -0.3258, 0.0697, -1.3328, 1.2644
-0.6204, -0.138, -0.394, 0.9004, -0.4088, -0.7598, 0.4887, 0.49, 0.0575, -0.3127
0.6104, -0.0386, 0.6318, -0.343, 0.6679, -0.3841, 0.9587, 0.9227, -1.0084, 1.8092
-0.4641, -0.1514, -0.8126, 0.8483, -0.8715, -0.8865, 0.1287, 0.0316, -1.6237, 1.3625
-0.6103, 0.9566, 0.9401, 0.0172, 0.8502, -0.9981, 0.7392, -0.8753, 0.0712, 1.5063
-0.5304, 0.3212, -0.6975, 0.3528, 0.983, 0.1722, -0.4453, 0.0254, -0.9601, 0.1392
0.7114, -0.7678, 0.809, 0.7381, 0.3045, -0.6395, -0.0624, 0.6568, -1.8325, 0.2976
-0.9315, -0.2339, 0.7471, 0.6308, 0.4605, 0.0093, -0.0438, -0.9774, -1.3088, 1.1314
0.6847, -0.4752, 0.5434, -0.224, 0.6565, 0.3413, -0.4112, -0.2515, -0.4046, -0.1606
-0.7855, 0.94, 0.3121, 0.2181, -0.1358, 0.438, 0.5645, 0.5866, 0.339, 0.7991
0.7651, 0.3703, -0.3699, 0.6633, -0.7365, 0.3004, -0.7129, -0.157, 0.9489, 1.1092
0.8916, -0.2144, 0.1135, -0.627, -0.9208, 0.9594, -0.2018, 0.595, 0.0531, -0.661
0.6773, 0.7193, 0.0472, 0.4288, -0.5982, -0.257, -0.2731, -0.5478, 0.343, 0.3817
-0.3264, 0.4869, 0.0586, 0.6245, -0.8911, 0.4455, -0.6014, 0.4524, -0.9741, -0.2941
0.8259, 0.8813, -0.4585, 0.4433, 0.2628, -0.0942, 0.6376, -0.6518, 0.5939, 0.5806
0.4095, -0.0273, 0.5434, 0.9776, -0.8133, 0.4107, 0.8477, -0.2292, 0.8134, 1.1465
-0.2787, 0.3933, 0.6964, -0.738, 0.0235, 0.9235, 0.2989, -0.8739, -1.6779, 0.0072
-0.1677, 0.8795, 0.3545, 0.3718, 0.5354, 0.1089, -0.657, 0.2456, -0.4415, 0.0676
0.7416, -0.5743, 0.9879, 0.6175, 0.6006, 0.6549, 0.5507, -0.9985, -1.7716, 0.3268
0.1446, 0.9562, 0.7605, 0.2728, 0.3935, -0.9437, -0.8365, -0.781, -1.6941, -1.0067
0.4621, 0.0959, 0.1595, 0.9413, -0.6894, -0.8215, -0.1592, -0.6015, 0.577, -0.1218
0.1049, -0.2412, 0.624, 0.76, -0.9396, 0.424, 0.8842, 0.7484, -0.9585, -0.7017
0.7679, -0.8494, -0.5449, 0.457, -0.6815, -0.4806, -0.4945, -0.0033, 0.402, 1.1313
-0.1712, -0.431, 0.5984, -0.763, 0.8248, 0.7137, 0.8484, -0.8824, -1.2114, -0.0973
-0.3741, 0.3667, 0.4354, 0.7268, -0.4722, 0.6789, 0.4904, 0.7331, -0.7303, 1.609
-0.657, 0.5259, 0.9735, -0.0649, 0.2992, 0.2979, -0.2613, 0.6263, 0.243, 1.1597
0.8042, 0.0635, 0.2492, -0.2228, 0.8326, -0.3789, 0.8584, 0.728, -0.9106, 1.4218
-0.1203, 0.3527, 0.5783, -0.843, -0.9754, -0.8413, -0.6374, 0.1579, -0.7711, -0.1309
-0.0622, -0.2141, 0.8365, 0.1475, -0.7527, -0.3978, 0.3969, 0.0574, -1.999, -0.9292
-0.0169, -0.8414, 0.8759, -0.5555, 0.1609, 0.922, -0.5084, 0.1111, -0.2071, -0.9441
-0.2592, -0.0999, 0.0971, -0.8464, -0.1772, 0.5868, 0.1632, 0.0496, -1.8801, 1.2204
0.3617, -0.9493, 0.6096, 0.0697, -0.0027, -0.7771, -0.5435, 0.3454, -1.1048, -0.4153
-0.838, -0.6878, 0.1298, -0.3513, -0.4239, 0.4103, -0.3892, -0.3598, 0.1236, 0.5046
-0.0283, -0.8103, 0.0745, 0.0117, -0.013, -0.9017, -0.4531, 0.101, -0.0726, -0.0159
-0.1596, -0.8225, 0.4221, 0.2459, 0.1443, -0.3272, -0.9156, -0.542, -1.7408, 1.9541
0.7674, -0.7406, -0.5625, 0.0521, 0.1239, -0.3562, 0.8145, 0.2506, 0.7333, 2.0266
-0.6193, 0.8982, 0.4179, -0.2582, -0.9413, -0.2447, -0.0488, -0.5876, -0.4633, -1.0232
0.2149, -0.7995, 0.5707, -0.3459, -0.8625, -0.9682, -0.3524, -0.264, -0.0299, -0.2716
0.7101, -0.5119, 0.9117, -0.9773, -0.4641, 0.6215, -0.5778, -0.9715, 0.6086, -0.7786
-0.0239, -0.09, 0.2531, 0.4257, -0.0443, -0.4968, 0.4872, 0.2487, 0.8389, 1.4059
-0.9987, -0.8353, 0.9883, -0.2901, -0.0331, -0.4168, -0.8301, 0.645, 0.4863, -0.5091
-0.4691, 0.1926, -0.6382, -0.7062, -0.0097, -0.4764, -0.3986, 0.26, -0.7699, 1.3474
0.1044, -0.8568, -0.8519, 0.2298, 0.7228, -0.5906, 0.7177, 0.5611, -1.7546, 0.9556
-0.8623, -0.5177, 0.3095, -0.362, -0.2464, -0.3127, 0.9284, 0.065, -0.878, 0.4632
0.3227, 0.1907, -0.8022, -0.4436, -0.6225, -0.3507, -0.9453, 0.5048, 0.8935, 0.6215
-0.1048, -0.773, 0.6972, -0.5866, -0.6815, -0.6786, -0.7713, 0.5915, 1.0319, 0.8066
0.291, 0.8795, 0.3214, -0.6724, 0.8192, 0.8972, -0.855, 0.4091, -0.2871, 1.2393
0.7519, 0.3225, -0.3716, -0.7242, 0.0554, 0.9506, -0.2465, 0.9619, -2.0799, 0.9492
0.7707, 0.0763, 0.2254, -0.9161, 0.8289, -0.0091, -0.4603, -0.291, -0.4827, 0.4236
0.8205, 0.3742, -0.2766, 0.7198, 0.1453, -0.8674, -0.6592, 0.5564, 0.779, -0.9895
0.2829, 0.5501, 0.4378, 0.6005, -0.2138, -0.5147, -0.8629, 0.1936, 0.5685, -0.2972
-0.2534, -0.2939, -0.7762, 0.9006, 0.6125, -0.0806, -0.7566, 0.411, 0.4177, 0.9019
0.8589, -0.7453, -0.9778, 0.643, -0.7385, 0.0997, 0.7756, -0.9573, -0.9631, -0.894
-0.616, -0.8969, 0.6858, 0.1855, 0.0764, -0.7157, -0.6497, 0.9402, -1.4164, 1.2686
