,identifier,controller_0,controller_1,controller_2,controller_3,behavior_0,behavior_1,behavior_2,behavior_3,behavior_4,behavior_5,behavior_6
25,59,-7.879291662172314,0.3846096745084042,0.011107260080622794,0.8333734035043219,0.609463792517755,-0.06833481058173545,0.06609553641570226,0.022585692295522288,-0.37856566288003274,3597.0,0.022482983858363243
26,60,3.4088492987444563,0.1143697149008911,2.9818737551166663,0.22122662764494505,0.8394788632988192,-0.2000082894843464,0.6066948309815675,0.27989576942642935,-0.3160180994669055,0.0,0.432001167189423
27,61,-6.844708724436033,-0.28272988473838345,8.922528411082835,-0.8550416226997761,1.332324237637842,0.12174830492806113,0.0783857195113903,0.02514428009983655,0.6219328971377988,2640.0,0.02709785049187344
28,62,-5.963465564153769,0.4285220310275304,9.261745182996235,-0.7418509521778658,1.0886727701419405,0.01096662452046804,0.2623554931025506,0.048838947727235016,0.03176055060289659,1969.0,0.027216911781582653
29,67,4.589719959527843,-0.5902959687023497,3.8057331093204017,0.27266089000561755,1.0283619870067051,0.18773176406150005,8.086126521947526e-05,0.03346910065678369,1.026186066936298,28.0,0.04813586592643175
30,68,4.616409894085585,0.831765718356523,-8.181914771564307,0.613104908564041,0.4879443852382774,-0.14112302489112472,0.43291000649367684,0.4406860477776109,-0.24202332118347866,61.0,0.5993910571116011
31,69,5.001049581472412,0.5796642178536038,-6.186544814858365,0.6490770221692703,0.4500904334484486,-0.15467809598605775,0.19842641779942555,0.45196383016774616,-0.23078056609028835,14.0,0.56580607499075
32,70,8.313805425875673,0.24521762892987065,4.465032468368319,0.3350150372112055,0.42726113601234134,-0.10832359992169172,0.7212603529568371,0.43592969308936313,-0.18782270648242175,1398.0,0.4723733819512731
33,71,-7.647704059837066,-0.42777653261024495,7.912287676968333,0.6984807674158438,1.200220806315267,-0.14771777977310083,0.5482241588658925,0.28179764810319563,-0.2742109340030226,1489.0,0.23137446526352207
34,72,6.061167668940481,-0.35295628950926794,-1.952695258846251,0.9093697516440444,1.2559445963479223,0.35145567662108285,0.002965295210451885,0.12171233404898872,1.0079236422654019,16.0,0.17496902741758635
35,73,-7.3366964967496635,-0.19664592005801707,-4.813316565538184,-0.904344917548658,1.3540990083580229,0.1726270268726702,0.04563015532722853,0.01647234671419069,1.2380377945001013,1995.0,0.02350030059953861
