0,49,98,5.96902604182061
1,46,100,4.9567350756639
2,51,99,0.471238898038469
3,51,100,0.785398163397448
4,52,99,0.785398163397448
5,51,102,2.35619449019234
6,47,102,4.39822971502571
7,51,103,2.67035375555132
8,49,97,6.03883921190038
9,47,103,4.11897703470662
10,54,103,2.04203522483337
11,53,102,1.88495559215388
12,51,97,0.244346095279206
13,53,103,2.16420827247297
14,53,104,2.35619449019234
15,52,104,2.54818070791172
16,54,99,1.09955742875643
17,52,102,2.04203522483337
18,49,100,5.49778714378214
19,53,98,0.785398163397448
20,47,104,3.92699081698724
21,48,100,5.18362787842316
22,49,105,3.385938748869
23,53,99,0.977384381116825
24,52,97,0.471238898038469
25,46,103,4.24115008234622
26,47,98,5.49778714378214
27,48,105,3.61283155162826
28,52,105,2.67035375555132
29,49,99,5.81194640914112
