-0.3247, -0.8715, -0.448, 0.4927, 0.1991, 0.7713, 0.9165, 0.2843, 0.791635, 1.342453
-0.4671, -0.929, 0.0205, 0.5836, 0.0494, 0.3708, -0.9441, -0.6548, 0.624235, -0.568053
0.9163, 0.5105, 0.3025, 0.2296, -0.5161, -0.0707, 0.595, -0.4429, -2.97482, -1.372453
-0.2028, 0.4671, 0.5147, 0.2951, 0.8201, -0.0165, -0.1484, 0.4487, 1.899582, 1.980186
-0.8147, 0.0172, 0.2204, 0.056, -0.8636, 0.7387, 0.7603, 0.0992, -1.697442, -1.304459
0.8697, -0.0512, -0.051, 0.5586, 0.5721, -0.4885, 0.808, -0.939, 2.915648, 0.805338
-0.8494, -0.9074, -0.9631, 0.8922, 0.3814, 0.1014, 0.238, -0.2878, -2.687101, 0.434726
0.4262, 0.9359, -0.3635, -0.2814, 0.1414, -0.662, -0.8458, -0.5651, -1.832769, 0.038606
-0.1449, -0.5935, 0.1661, 0.2288, -0.7295, 0.2138, 0.9572, 0.1528, -1.067612, 0.6217
0.1191, 0.2042, -0.8069, 0.631, 0.8376, -0.3615, -0.4488, 0.1485, -3.100538, 0.231565
-0.2592, -0.4572, 0.1257, 0.3996, -0.1306, 0.3498, 0.606, -0.8285, -2.544452, 1.347565
0.0956, 0.8105, -0.2327, 0.818, 0.9443, 0.5667, 0.3894, 0.1441, 1.604127, 2.115807
0.8465, 0.2184, -0.5415, -0.2136, -0.0672, -0.874, -0.3585, 0.2944, -1.306322, 0.609262
-0.0423, 0.6884, -0.2116, -0.7902, -0.0406, 0.5558, -0.2827, -0.5027, 0.646213, -1.554218
-0.6846, 0.3795, 0.9496, -0.0332, 0.2901, 0.083, 0.3076, -0.9956, 2.497062, 0.073622
0.482, -0.3257, -0.3193, -0.5941, 0.2301, 0.1134, 0.947, 0.719, 1.724287, 0.300975
0.764, 0.3203, -0.0607, 0.379, 0.4056, -0.7837, -0.9309, -0.9761, 2.05697, 0.713785
-0.0458, -0.2705, 0.5468, 0.9063, 0.6679, 0.0737, -0.0943, 0.0762, -2.558039, -3.091508
-0.9368, 0.252, 0.2753, -0.6007, 0.5558, -0.4928, -0.46, 0.4016, 0.16245, -1.066426
-0.9923, -0.5818, -0.2656, 0.6078, -0.7921, 0.0113, -0.9091, -0.6212, 0.702157, -0.199872
0.1191, 0.5136676989123492, -0.8069, 0.631, 0.8376, -0.4885, 0.808, -0.939, 2.915648, 0.805338
0.8697, -0.0512, -0.051, 0.5586, 0.5721, -0.3615, -0.4488, 0.1485, -3.100538, 0.231565
-0.7505645861604331, -0.9074, -0.9631, 0.8922, 0.3814, 0.1014, 0.238, -0.2878, -2.687101, 1.2235582141483388
-0.2028, 0.4671, 0.5147, 0.2951, 0.8201, -0.4974515398137011, -0.1484, 0.4487, 1.8538444912983645, 1.980186
-0.7833146111741949, -0.9074, -0.9631, 0.5927662063023011, 0.3814, 0.1014, 0.238, -0.2878, -2.687101, -0.37825658399562906
-0.9923, -0.5030447759934881, -0.08149448643106855, 0.6078, -0.7921, 0.0113, -0.9091, -0.6212, 1.1489119854122265, -0.199872
0.764, 0.3203, -0.0607, 0.379, 0.8866745744445304, -0.7837, -0.9309, -0.9761, 2.05697, 0.713785
0.9163, 0.5105, 0.3025, 0.2296, -0.5161, -0.0707, 0.595, -0.4429, -2.97482, -1.372453
-0.2028, 0.4671, 0.5147, 0.2951, 0.8201, -0.7837, -0.9309, -0.9761, 2.05697, 0.713785
0.764, 0.3203, -0.0607, 0.379, 0.4056, -0.0165, -0.1484, 0.4487, 1.899582, 1.980186
-0.8494, 0.04023868375013645, -0.0607, 0.379, 0.4056, -0.7489388660723948, -0.9309, -0.9761, 2.05697, 0.713785
